CGPA,Communication,Aptitude,Projects,Internships,Attendance,Coding,Certifications,Backlogs,College_Tier,Branch,Placed
9.91,8,40,6,1,62,56,2,2,1,ME,1
5.95,9,63,6,1,75,74,8,2,2,ME,1
8.96,6,88,6,0,91,97,8,5,3,CSE,1
9.54,6,58,1,0,86,59,5,5,1,ECE,1
9.72,3,88,4,1,92,46,8,1,2,ME,1
9.8,5,74,5,1,76,79,0,2,3,CE,1
7.61,7,82,1,2,72,90,3,2,3,ME,1
9.89,9,74,1,2,80,28,1,2,1,EE,1
8.79,8,91,6,0,56,52,2,2,2,ME,1
5.81,5,71,3,0,58,55,2,0,1,IT,1
7.38,7,89,3,1,69,86,8,5,3,IT,1
8.59,8,59,4,1,67,38,7,3,1,CE,1
6.24,6,49,5,3,65,56,4,0,1,CSE,1
8.2,6,45,4,0,68,78,2,0,1,ME,1
8.33,7,80,1,3,74,35,6,5,1,CE,1
5.81,5,83,2,2,83,84,7,3,3,EE,1
7.83,7,84,2,3,78,56,0,3,1,CSE,1
8.86,3,70,6,3,87,87,3,1,3,EE,1
7.49,8,54,5,2,79,38,6,5,2,CE,1
5.06,5,65,3,3,92,66,2,0,1,CE,1
5.05,9,48,3,0,94,99,6,4,1,EE,1
6.79,10,97,6,2,99,90,6,1,2,IT,1
9.63,7,48,5,0,74,55,4,4,1,IT,1
6.14,8,65,3,1,99,60,4,0,2,CSE,1
8.17,6,66,6,0,69,79,8,1,2,CSE,1
6.11,8,60,6,0,100,56,5,5,2,CE,1
6.61,7,85,5,3,72,74,5,3,2,CSE,1
9.24,6,62,1,0,96,63,0,3,2,ME,1
8.64,1,91,0,2,59,80,3,1,3,CE,1
5.48,2,99,0,3,58,92,1,0,1,ME,1
7.14,9,37,2,1,81,38,8,5,3,ME,1
5.15,1,35,1,2,67,87,4,3,3,EE,0
7.4,1,94,4,0,93,25,2,3,2,CE,1
8.31,3,95,5,0,83,51,1,2,1,ME,1
5.59,6,74,5,2,92,82,4,3,2,ECE,1
6.44,2,79,5,3,90,38,2,3,3,IT,1
6.99,7,78,6,1,75,63,4,1,1,IT,1
9.6,9,41,0,3,95,73,8,4,2,EE,1
9.97,3,95,3,2,63,49,3,2,1,CSE,1
5.22,9,30,1,1,86,70,8,4,2,CSE,1
8.81,4,69,6,2,83,84,1,3,3,CE,1
6.86,7,51,3,1,78,80,1,3,1,ME,1
6.96,1,37,0,1,63,42,8,0,3,ME,1
8.77,9,88,5,0,71,78,8,2,2,ECE,1
9.59,2,81,6,1,79,68,5,0,1,CE,1
9.75,5,97,2,0,68,60,0,1,3,CE,1
7.89,2,68,6,3,92,98,3,4,2,CSE,1
6.79,4,62,3,2,61,29,6,3,2,CE,1
8.94,7,94,4,0,92,54,7,2,1,ME,1
6.26,5,76,2,2,66,32,1,5,3,ME,0
7.82,2,90,3,2,70,42,1,0,1,EE,1
6.79,4,39,4,1,83,70,6,5,3,ECE,0
8.28,10,56,6,3,96,21,5,3,1,IT,1
6.2,1,96,3,1,60,95,3,0,2,IT,1
5.96,3,78,0,2,81,41,7,0,3,ME,1
9.59,2,34,4,1,56,36,0,4,3,CE,0
5.51,8,96,4,0,100,39,3,5,3,CSE,1
7.53,10,35,0,1,55,29,8,2,1,ME,1
6.1,4,96,0,2,86,72,5,4,1,IT,1
5.19,7,44,4,0,80,84,8,5,1,CE,1
5.18,3,50,3,3,73,53,1,5,2,CE,0
5.88,4,45,0,0,93,79,5,0,2,EE,1
9.33,9,72,2,2,100,21,6,4,3,ME,1
6.41,8,59,0,2,87,62,3,2,1,CSE,1
9.75,2,71,3,1,81,31,5,1,3,CE,1
7.91,10,63,6,2,81,63,7,3,2,IT,1
7.18,4,47,6,2,100,88,0,5,3,IT,1
7.9,5,69,4,1,75,25,4,1,1,ECE,1
7.58,8,49,0,2,82,37,1,4,3,CSE,0
8.79,4,50,1,0,66,58,7,1,2,ME,1
6.41,1,32,2,2,65,38,4,4,3,ME,0
6.77,6,31,5,1,76,87,1,3,3,ECE,1
9.47,6,70,6,3,65,56,7,2,3,ME,1
9.73,2,67,0,0,81,45,5,2,1,ME,1
9.46,7,52,4,3,64,65,0,5,2,ME,1
7.1,3,31,5,1,84,30,4,4,1,ME,1
8.9,9,47,5,1,99,94,0,3,1,CSE,1
7.38,2,91,1,1,55,68,6,1,1,IT,1
7.49,3,47,5,3,73,86,0,4,1,CSE,1
6.02,9,72,3,0,92,83,5,0,3,CSE,1
7.96,3,45,6,1,61,20,6,3,1,CE,1
5.93,6,65,1,3,58,21,6,2,2,EE,1
6.66,1,77,3,3,97,93,4,3,3,IT,1
9.28,9,46,0,2,57,65,4,4,3,CSE,1
6.04,2,94,4,0,61,53,7,0,2,CE,1
5.36,6,54,6,1,57,43,3,4,3,IT,0
5.35,4,38,1,3,68,20,1,1,3,ECE,0
9.7,9,97,0,3,90,94,0,5,3,EE,1
7.53,7,53,5,2,93,88,2,2,2,ECE,1
7.05,8,73,4,3,80,23,3,1,2,ECE,1
9.05,5,46,4,2,84,62,4,2,3,ECE,1
9.18,1,85,1,1,83,59,0,2,1,IT,1
6.66,2,77,1,0,89,29,0,4,1,EE,0
8.47,8,61,0,1,65,60,4,5,2,ME,1
8.86,6,52,2,2,86,92,8,2,2,ME,1
8.27,9,40,5,3,91,24,3,1,1,CE,1
5.76,10,56,1,2,89,81,5,2,1,ME,1
9.38,9,71,5,3,85,93,3,4,2,CSE,1
7.7,8,56,0,2,66,60,4,0,2,ECE,1
6.41,10,35,1,0,99,75,8,5,1,EE,1
7.13,4,69,4,3,86,61,2,4,3,EE,1
5.19,9,80,6,2,76,73,8,0,2,EE,1
5.64,8,81,0,3,91,30,7,5,2,IT,1
8.83,6,80,6,0,59,56,1,2,2,ECE,1
5.0,9,73,3,3,57,34,2,5,3,CSE,0
7.08,8,91,0,2,83,42,6,2,2,ME,1
7.61,5,44,3,3,70,24,6,4,2,EE,1
5.27,9,64,0,3,73,55,0,2,2,ME,1
9.87,1,71,0,1,59,21,5,5,3,EE,0
6.13,5,75,0,3,75,87,3,1,3,ME,1
6.52,3,41,1,3,81,70,5,1,3,ME,1
6.52,2,39,5,2,61,54,0,0,2,ME,1
6.15,9,90,3,0,55,60,5,5,2,ME,1
5.01,3,70,3,2,82,93,7,0,2,CSE,1
8.65,2,69,5,2,80,63,8,3,1,ME,1
9.83,3,32,3,1,57,67,7,2,1,IT,1
6.12,9,56,5,2,66,34,1,4,3,CE,1
8.32,2,30,5,2,62,90,8,1,2,IT,1
8.71,10,77,0,2,55,69,5,1,2,CE,1
9.24,5,80,1,3,99,37,0,2,3,IT,1
7.11,7,76,2,2,73,48,7,3,3,ECE,1
6.51,9,67,3,2,70,22,1,5,3,CE,0
6.63,9,77,1,3,58,97,7,2,2,EE,1
8.56,2,86,0,1,92,67,2,2,3,EE,1
9.08,8,85,2,3,85,52,1,1,1,CE,1
5.91,5,30,3,2,55,91,0,0,2,ME,1
6.85,7,33,1,0,69,38,4,2,3,ECE,0
9.51,3,57,1,2,90,88,3,5,1,IT,1
9.03,3,77,2,0,72,72,5,4,1,CE,1
9.92,10,37,1,2,96,97,5,3,3,ECE,1
8.77,6,47,6,0,66,86,2,3,3,EE,1
6.97,2,56,1,1,100,36,6,2,3,IT,1
7.95,2,48,4,0,100,36,7,1,3,CSE,1
8.31,10,100,6,2,96,67,8,0,3,CE,1
5.39,1,41,1,3,100,20,7,3,2,CSE,0
7.72,5,76,0,3,66,100,7,5,2,IT,1
8.55,2,40,6,1,89,59,1,5,2,ECE,1
5.84,9,44,5,3,70,54,6,4,1,ME,1
8.9,3,81,6,0,83,73,4,1,3,EE,1
7.92,2,96,3,2,56,36,2,0,1,IT,1
9.76,10,50,4,3,69,94,6,5,2,CSE,1
5.21,6,76,6,0,79,51,5,4,3,CE,1
6.33,9,50,6,3,63,28,6,1,3,EE,1
8.01,8,100,1,1,62,92,3,2,1,IT,1
6.48,1,52,2,0,83,59,0,5,2,CSE,0
8.57,8,66,1,2,88,52,4,2,3,CSE,1
8.8,9,89,4,2,64,94,7,2,2,IT,1
5.51,10,65,5,3,56,29,7,5,3,IT,1
7.57,9,64,1,1,72,59,2,1,1,EE,1
7.54,7,43,4,1,67,52,1,2,1,IT,1
6.85,7,49,1,2,58,42,8,3,3,IT,1
9.66,8,41,4,3,98,66,6,5,1,IT,1
9.14,7,48,1,0,74,56,7,2,3,CE,1
8.49,6,72,3,1,94,37,7,2,3,IT,1
8.57,7,54,5,3,93,46,4,2,1,IT,1
7.31,5,98,0,0,75,44,7,1,3,ECE,1
9.6,10,45,0,2,77,61,2,4,1,CSE,1
8.47,7,86,4,2,91,68,2,4,1,IT,1
8.64,5,81,0,1,79,87,1,3,2,CE,1
9.31,1,43,5,1,75,61,4,4,3,IT,1
6.37,10,72,3,2,64,29,3,1,3,CSE,1
9.04,1,71,0,1,57,24,7,0,2,CE,1
5.98,5,70,1,1,67,20,8,1,3,CSE,1
6.73,8,80,4,3,80,28,3,0,1,IT,1
6.68,5,79,0,1,84,93,0,0,1,EE,1
9.89,3,61,0,0,86,55,3,1,2,CSE,1
9.28,3,81,4,3,56,70,8,5,3,EE,1
8.51,8,47,1,1,67,92,5,2,3,IT,1
8.64,1,46,4,3,69,88,2,0,3,ME,1
7.81,9,96,5,3,87,80,4,3,2,ECE,1
9.74,10,95,3,2,73,82,8,5,2,IT,1
7.48,3,46,0,2,81,46,1,2,3,EE,0
6.9,3,69,5,0,89,85,8,2,2,EE,1
5.82,5,46,3,3,64,80,4,0,3,ME,1
8.93,7,83,0,0,77,27,7,2,1,ME,1
8.67,7,94,5,0,60,26,1,1,2,ECE,1
6.92,2,73,2,0,64,26,1,2,3,ME,0
5.13,10,59,0,1,94,26,8,1,3,ECE,1
9.19,5,67,0,2,86,50,8,4,2,CSE,1
5.06,4,90,6,0,85,78,5,0,1,CSE,1
8.52,3,34,2,3,67,66,6,0,1,ME,1
9.85,1,83,4,0,75,31,2,4,1,ECE,1
7.19,5,54,3,3,66,63,0,5,2,EE,1
6.17,2,41,0,3,92,83,5,3,1,ME,1
8.52,5,43,4,2,91,72,0,1,2,CE,1
9.09,8,75,4,3,77,53,4,1,1,EE,1
7.73,8,31,5,0,66,90,0,4,3,CE,1
9.84,8,36,4,1,93,97,8,4,1,CSE,1
5.26,8,65,2,3,92,76,1,2,2,IT,1
7.52,2,79,0,2,55,99,0,0,3,IT,1
8.59,3,89,6,0,78,82,6,2,1,CSE,1
9.31,1,62,3,2,78,35,3,2,1,IT,1
5.9,2,48,5,1,60,76,7,4,3,CE,0
9.0,2,32,5,2,68,47,8,3,2,IT,1
7.76,9,38,6,2,66,59,3,1,1,ME,1
6.98,5,33,3,3,92,21,6,5,1,CE,1
5.66,2,72,6,3,55,21,8,5,2,ECE,1
9.33,9,90,4,2,70,95,6,1,3,IT,1
5.79,3,76,3,2,89,92,2,3,1,CSE,1
6.55,3,100,6,0,68,55,2,0,2,ECE,1
6.45,4,88,1,3,61,86,0,1,1,EE,1
9.36,5,77,6,2,83,93,1,3,2,EE,1
8.36,2,72,2,0,84,98,4,4,3,IT,1
8.98,1,76,5,0,100,46,8,5,1,CSE,1
6.25,10,81,4,1,85,69,6,1,2,CSE,1
8.12,7,36,2,2,71,58,5,1,2,ECE,1
7.86,1,48,2,0,95,26,2,2,2,ME,0
9.16,9,86,5,1,80,70,1,5,2,ECE,1
9.53,4,78,4,1,60,43,6,0,1,CSE,1
5.06,10,41,5,0,66,20,1,1,2,IT,1
8.37,5,98,4,1,60,26,4,3,1,ECE,1
5.26,10,73,0,1,84,93,2,2,2,CSE,1
7.74,1,89,2,3,57,63,2,5,1,CE,1
6.44,7,82,5,0,55,88,1,1,2,CSE,1
6.53,2,50,5,0,57,52,0,4,2,ME,0
6.76,9,44,1,2,93,86,0,2,2,IT,1
8.11,8,41,3,0,73,71,8,4,3,ME,1
6.67,9,89,1,0,55,70,8,3,2,ME,1
8.66,3,89,1,1,71,96,1,5,3,ECE,1
7.02,2,63,0,1,59,44,2,5,3,CSE,0
5.34,9,47,6,2,70,29,2,0,2,CSE,1
8.92,10,97,3,2,80,71,2,4,2,ECE,1
6.43,9,70,2,1,99,91,8,3,2,ME,1
7.16,5,69,2,1,84,60,0,3,2,ME,1
8.43,8,30,4,3,66,83,8,3,3,ME,1
6.66,6,40,1,3,93,86,2,5,3,CSE,1
5.28,10,76,0,0,91,89,1,4,1,IT,1
6.87,4,54,3,2,65,87,0,1,3,ME,1
9.72,7,84,0,1,79,84,8,4,1,CSE,1
8.21,4,42,0,0,75,34,5,3,1,EE,1
8.36,5,100,3,2,83,84,4,0,3,EE,1
8.16,7,75,3,1,93,69,2,4,2,EE,1
5.99,5,34,4,1,68,53,3,5,2,CSE,0
7.09,3,47,2,2,70,91,2,4,1,ME,1
8.75,2,31,6,1,86,54,8,4,3,EE,1
5.51,2,60,2,2,97,35,5,4,3,EE,0
6.39,5,43,4,0,94,98,1,2,2,ME,1
6.38,1,90,0,2,71,74,5,0,1,CE,1
7.16,8,94,6,0,58,90,8,4,1,ECE,1
9.9,1,54,6,2,92,92,4,2,2,ME,1
5.34,3,64,0,0,81,87,2,5,1,CSE,0
7.59,7,84,4,1,60,89,5,2,3,IT,1
5.9,3,45,5,1,61,59,7,4,1,CSE,1
9.85,1,69,4,1,72,33,5,2,1,IT,1
5.57,7,52,3,0,79,70,7,4,2,ECE,1
7.02,2,49,4,2,59,37,8,1,1,IT,1
8.69,1,59,3,0,57,29,8,2,3,CSE,1
8.52,8,96,2,3,63,60,8,5,1,ECE,1
7.11,9,88,2,0,65,61,8,2,3,CSE,1
6.73,8,51,5,2,64,48,2,4,1,IT,1
6.99,1,91,4,1,63,45,2,3,3,IT,1
6.32,10,82,3,3,85,49,5,0,1,ECE,1
6.03,5,40,0,3,87,27,8,5,1,CE,0
7.42,2,59,0,0,55,62,8,1,2,CSE,1
6.34,9,37,6,3,63,94,5,1,3,ME,1
6.44,6,79,6,2,83,84,4,2,2,EE,1
8.28,4,76,3,2,84,47,2,0,1,ECE,1
9.84,8,73,0,1,98,37,4,5,3,CE,1
8.02,8,61,5,1,93,66,3,4,1,IT,1
5.38,10,47,6,1,84,98,3,4,2,ECE,1
5.38,4,70,4,2,63,89,3,4,1,ME,1
9.76,3,52,2,1,78,53,7,2,2,EE,1
6.49,9,76,1,2,84,24,1,3,2,ME,1
5.46,7,94,0,3,61,74,1,4,3,EE,1
8.0,10,35,2,0,97,54,7,5,2,ME,1
8.12,4,93,3,1,63,75,8,5,3,EE,1
8.24,5,71,5,0,74,80,6,5,3,CSE,1
6.34,8,79,0,3,78,82,4,0,3,CSE,1
5.08,9,100,5,1,87,97,5,5,1,CE,1
9.83,7,45,5,2,59,93,4,5,3,ECE,1
6.25,6,53,2,0,61,31,7,0,1,CE,1
8.38,8,77,6,1,100,31,6,3,3,ECE,1
8.53,5,30,4,2,72,40,7,5,3,IT,1
8.05,7,47,2,2,87,54,2,1,3,ME,1
6.56,2,74,3,3,71,28,6,5,1,IT,1
6.36,1,37,4,1,93,86,7,2,3,ME,1
7.99,3,98,0,0,93,70,2,0,1,CE,1
9.33,2,68,1,0,96,46,3,3,1,ME,1
9.73,3,68,5,1,63,73,8,0,2,IT,1
5.53,1,70,2,2,80,38,6,2,1,EE,1
5.77,10,75,0,1,72,98,1,2,3,ECE,1
9.72,4,78,1,2,100,85,4,5,3,CSE,1
8.68,7,37,6,3,72,82,5,4,1,CSE,1
9.41,4,98,5,2,64,26,1,0,3,CE,1
6.01,1,67,4,1,65,73,8,0,2,ME,1
7.94,3,85,1,2,76,67,8,4,1,EE,1
8.51,5,33,1,0,89,91,1,3,2,EE,1
8.4,2,89,6,1,63,53,4,4,3,CE,1
7.04,5,59,0,3,97,50,7,4,2,IT,1
5.08,3,98,4,0,69,39,4,1,1,CSE,1
7.91,7,64,1,0,85,74,1,2,2,CE,1
6.27,9,82,1,3,97,46,4,4,3,CSE,1
7.25,3,42,1,2,55,67,6,4,3,IT,0
9.79,8,62,2,0,59,77,0,1,1,CE,1
7.0,2,45,2,2,78,21,5,1,3,IT,1
9.2,5,86,0,3,59,44,3,1,1,CE,1
5.94,6,81,2,3,94,78,3,3,2,CE,1
8.36,9,96,1,3,67,95,2,1,3,ECE,1
9.89,7,100,0,1,65,86,1,0,1,IT,1
5.51,5,33,6,1,83,76,5,3,1,CE,1
5.04,5,99,1,2,74,41,0,2,2,CE,1
7.17,5,42,4,0,71,96,8,2,1,CSE,1
5.46,8,63,6,0,96,26,5,4,3,CE,1
8.74,1,97,6,3,84,83,5,4,2,CE,1
9.57,6,53,1,0,76,49,1,5,1,ECE,1
7.17,8,57,4,3,100,54,5,4,3,IT,1
6.29,1,50,6,3,85,25,3,2,2,ME,1
7.17,2,77,1,2,96,95,4,5,3,EE,1
8.62,2,45,3,0,64,74,1,1,1,IT,1
5.05,7,66,1,3,56,67,0,4,1,IT,1
7.95,7,34,3,3,64,54,2,2,1,ME,1
8.07,3,64,0,2,82,31,8,1,2,CE,1
8.19,7,38,3,3,68,94,3,3,2,IT,1
6.21,1,38,6,1,60,70,1,2,2,EE,1
8.57,8,88,3,0,92,25,8,3,1,CSE,1
5.46,6,73,3,2,88,94,0,4,2,ECE,1
6.0,7,74,3,2,70,83,7,2,3,CE,1
9.39,6,33,1,3,75,72,0,2,3,CE,1
8.69,9,46,5,0,57,39,1,0,3,ECE,1
5.07,2,41,2,2,96,66,6,1,3,CE,1
6.24,7,96,5,0,99,50,4,1,1,IT,1
6.07,8,68,5,3,58,56,6,5,3,ECE,1
6.35,8,42,0,3,86,44,4,4,1,IT,1
6.24,3,72,5,1,78,63,4,1,2,CSE,1
5.31,5,100,1,2,75,63,5,2,1,CSE,1
7.29,1,100,1,3,67,67,7,2,2,IT,1
8.66,3,81,2,0,78,82,8,5,2,CE,1
8.03,9,91,1,3,94,34,8,5,1,ECE,1
8.36,7,62,4,2,65,60,7,1,1,ECE,1
5.41,7,98,6,1,84,73,2,4,1,CSE,1
9.76,7,80,0,1,90,78,2,2,2,CSE,1
9.19,9,87,4,1,70,70,4,2,1,EE,1
9.03,1,84,6,1,86,67,6,2,3,CE,1
9.11,5,77,1,3,81,89,5,2,2,ECE,1
9.66,2,91,4,3,84,79,4,2,1,IT,1
7.72,9,30,6,0,88,73,5,2,2,EE,1
6.0,1,47,6,0,67,77,1,0,1,EE,1
8.08,3,30,3,3,88,63,8,2,3,ME,1
8.71,7,80,6,3,69,58,7,5,2,CSE,1
8.69,3,46,6,2,99,48,4,5,2,IT,1
7.61,5,54,4,2,95,87,0,5,2,IT,1
5.34,9,67,2,3,97,74,8,1,2,CE,1
6.86,4,100,0,3,85,28,8,3,3,EE,1
9.6,2,43,6,2,90,98,7,3,2,CE,1
7.92,8,63,0,0,93,79,0,4,3,ECE,1
7.69,2,35,5,1,76,37,3,5,2,CE,0
6.34,6,47,6,3,67,100,5,3,3,IT,1
6.84,6,100,3,1,69,32,3,1,1,ME,1
9.48,9,50,0,2,76,61,5,0,1,IT,1
8.33,6,78,1,2,79,26,6,1,3,EE,1
8.94,1,97,5,2,59,90,7,5,1,EE,1
7.27,5,47,6,1,84,49,3,5,1,IT,1
8.15,8,51,4,0,74,56,2,4,1,CE,1
6.24,1,55,1,1,87,58,5,3,3,ME,0
8.53,4,63,3,0,82,56,6,1,2,CE,1
7.14,3,66,2,1,99,40,7,4,2,ME,1
7.21,4,69,5,1,69,85,1,0,3,CSE,1
8.25,1,87,6,0,74,100,7,1,3,IT,1
9.68,4,80,3,1,98,76,7,5,3,CE,1
5.32,5,43,2,1,81,56,4,3,1,ME,0
9.12,6,49,6,1,87,99,1,4,2,ECE,1
6.46,7,31,1,1,62,68,1,5,2,ECE,0
7.22,3,70,1,2,86,89,2,3,1,ME,1
5.11,3,74,5,2,64,96,5,5,1,CSE,1
6.51,3,74,4,3,65,88,7,5,1,EE,1
7.51,5,75,4,0,97,50,4,4,2,ME,1
5.28,1,66,2,0,82,98,1,5,1,ECE,0
7.46,8,71,1,0,64,41,7,3,2,EE,1
9.64,2,61,2,3,68,41,1,0,2,ME,1
5.53,2,74,0,0,92,84,1,3,3,CSE,0
8.82,6,50,0,2,68,85,3,3,1,CE,1
7.05,1,35,5,2,92,78,1,3,3,IT,1
8.28,2,38,3,1,66,39,6,0,2,CSE,1
6.3,9,64,3,2,59,88,0,1,1,EE,1
5.8,1,58,3,2,55,99,6,4,2,IT,1
5.8,8,50,0,0,90,74,3,2,2,CSE,1
5.35,5,73,3,0,89,61,7,4,2,CE,1
5.93,7,84,5,3,96,41,8,1,2,ECE,1
8.32,9,59,5,1,68,64,5,5,2,ME,1
9.41,7,80,6,1,64,41,4,4,3,ME,1
9.07,4,96,0,3,83,84,1,1,1,CSE,1
8.43,2,89,4,0,74,97,4,4,3,CSE,1
5.55,9,95,2,1,59,89,2,2,3,CE,1
6.45,7,60,6,1,88,31,0,4,2,IT,1
6.55,7,42,0,3,73,30,0,4,1,ECE,0
6.25,5,63,4,1,83,50,5,1,2,ECE,1
7.58,6,89,0,2,98,24,5,0,2,IT,1
7.68,4,34,0,3,84,21,4,4,1,EE,1
6.78,7,53,2,3,66,61,5,3,1,IT,1
6.77,5,62,2,0,67,83,1,4,3,ECE,0
9.14,5,44,0,1,65,53,0,1,2,CE,1
8.95,9,92,5,3,87,79,8,1,3,CE,1
6.54,4,84,3,2,78,55,0,1,2,ME,1
9.57,7,78,0,3,91,38,6,0,1,ECE,1
9.76,5,57,6,3,71,63,5,5,3,CSE,1
6.63,9,67,1,0,83,49,2,2,3,CSE,1
6.77,9,49,3,1,99,49,4,3,3,ECE,1
7.53,10,42,0,3,63,40,4,5,1,ECE,1
9.71,7,51,2,1,88,69,7,4,3,EE,1
9.38,7,57,4,1,59,48,0,3,1,IT,1
5.51,4,33,6,2,89,86,2,1,1,IT,1
6.96,3,67,6,3,61,58,7,2,3,CE,1
7.77,7,81,5,2,62,27,1,4,1,EE,1
7.52,9,47,3,2,98,66,1,2,1,IT,1
5.97,2,49,1,3,63,25,4,5,2,EE,0
9.29,4,71,1,0,63,94,2,1,1,IT,1
8.38,1,68,5,2,55,22,0,4,1,IT,1
9.19,7,42,2,0,56,77,3,2,3,EE,1
9.29,5,36,4,1,80,74,8,2,1,ECE,1
8.74,6,89,0,0,86,44,5,1,1,IT,1
7.2,5,71,3,3,86,100,1,5,3,EE,1
8.05,9,36,4,1,69,29,5,5,3,EE,1
5.8,10,81,0,1,99,70,1,0,2,EE,1
8.37,2,62,4,2,94,30,1,0,3,ME,1
5.9,5,92,1,0,86,47,4,3,2,ME,1
8.47,6,93,4,3,88,94,0,0,3,CE,1
6.15,7,80,4,2,77,28,5,0,1,IT,1
5.59,9,59,5,0,60,35,8,1,1,CE,1
5.83,9,88,2,1,82,39,2,3,1,ME,1
5.01,5,77,5,0,91,54,2,2,3,ECE,1
8.59,5,54,2,0,71,42,7,5,3,IT,1
8.66,6,41,4,1,78,52,7,4,1,CE,1
7.57,3,45,5,3,83,30,3,5,1,ME,1
5.81,10,37,0,1,80,33,0,1,2,ME,1
5.42,6,43,5,0,76,29,7,1,3,CE,1
5.1,7,92,2,3,91,64,5,2,3,ME,1
5.83,5,51,1,2,60,99,3,3,3,ME,1
9.45,4,51,4,1,91,85,7,4,2,CE,1
6.21,10,87,0,3,85,74,1,0,3,IT,1
6.77,7,67,5,2,70,61,3,1,1,CE,1
5.53,2,37,0,2,73,59,1,2,1,EE,0
6.11,7,92,4,2,74,54,7,5,3,CE,1
7.6,3,86,6,2,93,38,3,0,2,CE,1
8.04,6,75,6,1,75,59,6,2,2,CE,1
6.23,10,99,6,3,66,59,3,4,2,CE,1
5.29,6,52,2,3,85,89,7,3,1,IT,1
6.96,5,42,3,2,60,79,7,2,2,ECE,1
6.17,2,95,2,1,71,95,6,0,3,EE,1
6.1,2,84,1,1,70,38,8,5,3,CE,0
9.8,3,70,2,0,72,100,8,2,2,EE,1
8.08,5,45,2,3,87,99,6,5,1,ME,1
7.78,8,90,6,0,80,98,4,3,1,ME,1
7.08,6,65,3,2,100,32,0,3,3,ME,1
7.14,6,64,3,2,87,38,3,5,2,IT,1
7.7,10,57,2,1,85,30,7,3,2,EE,1
8.48,8,51,4,0,60,91,1,3,3,EE,1
8.51,4,75,4,3,81,49,2,5,2,CSE,1
5.86,8,84,0,0,93,48,7,2,3,IT,1
7.5,8,46,0,2,74,99,3,2,3,IT,1
7.06,8,31,6,2,68,67,6,1,3,EE,1
9.35,8,92,0,0,93,36,5,3,1,CSE,1
8.16,1,62,6,0,90,55,1,2,1,ECE,1
7.66,5,84,5,1,97,42,8,5,3,ME,1
5.58,6,48,2,2,78,95,8,4,3,IT,1
8.03,10,30,1,0,81,83,4,0,1,ECE,1
5.59,2,86,2,0,72,75,8,3,3,IT,1
6.69,9,32,2,0,66,52,0,4,3,ECE,0
5.71,2,47,5,2,81,58,5,3,2,ME,1
8.46,5,69,0,2,74,72,3,5,1,ECE,1
6.03,1,44,5,1,83,28,8,2,3,CSE,1
6.96,8,86,3,2,97,90,6,1,3,EE,1
9.48,10,97,3,3,96,70,4,0,2,ME,1
6.02,6,81,3,0,70,96,1,3,2,ME,1
7.54,7,57,5,3,78,34,6,2,1,CSE,1
7.1,8,93,4,2,66,87,3,4,2,ME,1
5.09,7,87,3,3,99,83,1,3,3,IT,1
8.96,4,99,1,1,99,92,4,2,1,ME,1
5.35,2,69,4,0,92,92,8,0,3,CE,1
7.37,3,76,2,3,89,47,1,0,3,EE,1
7.8,5,34,6,0,78,49,5,4,2,CSE,1
8.14,7,78,4,2,57,44,2,5,1,CSE,1
8.44,4,55,6,3,97,71,4,3,3,CSE,1
6.27,9,36,2,1,69,39,5,1,1,ECE,1
5.05,10,78,0,1,60,88,3,2,3,EE,1
8.62,10,98,5,0,66,32,8,2,2,IT,1
7.68,3,60,0,3,72,24,8,5,3,EE,0
9.18,6,56,4,3,100,20,1,5,3,IT,1
9.11,8,39,2,3,56,42,6,1,2,EE,1
9.22,4,44,3,0,68,26,2,5,3,IT,0
7.43,2,33,0,1,74,73,7,4,2,CE,0
6.67,10,53,0,0,92,80,5,0,1,CE,1
8.96,5,39,0,2,56,83,8,1,1,ME,1
7.26,2,62,2,2,92,92,0,5,3,IT,0
5.92,8,48,5,3,73,27,5,5,3,CSE,1
9.27,10,82,4,2,66,89,3,4,3,ECE,1
9.41,1,49,4,2,99,53,6,5,1,CE,1
7.33,6,100,5,1,61,44,0,2,3,CE,1
5.38,1,96,2,2,89,60,8,3,3,CE,1
6.94,7,32,2,2,100,100,2,0,1,IT,1
9.02,6,30,2,1,82,52,2,2,1,CE,1
9.51,10,40,3,1,92,33,1,0,3,EE,1
6.02,7,77,5,3,83,70,5,2,2,IT,1
5.33,3,40,6,1,86,67,2,2,2,CSE,1
9.39,4,100,5,2,90,82,0,0,3,CE,1
6.95,9,80,6,3,70,46,3,2,2,EE,1
7.71,7,94,6,2,59,100,2,4,2,ME,1
9.84,4,89,5,2,65,24,0,3,1,IT,1
5.33,3,38,4,0,67,75,3,0,1,CSE,1
8.24,6,49,6,2,98,27,5,0,2,ECE,1
5.37,9,83,5,1,94,22,8,5,1,ME,1
6.88,3,67,3,2,68,84,4,3,1,CSE,1
9.02,4,58,1,1,79,94,5,1,3,CSE,1
7.17,8,100,1,2,68,73,1,5,2,EE,1
9.99,6,51,0,2,67,26,4,3,3,IT,1
7.8,1,99,6,3,86,55,1,5,2,ME,1
6.61,3,73,2,3,62,67,5,3,1,IT,1
6.1,8,99,2,3,86,61,6,0,1,ME,1
6.75,2,99,3,0,94,72,0,3,3,CE,1
6.86,10,88,0,0,78,67,7,4,1,ME,1
5.34,3,78,5,1,65,45,2,5,1,ME,0
